index ,restaurant_id ,list_position ,total_available_restaurants ,estimate_delivery_time ,menu_category   ,star_rating ,purchasers
19307,946,23,33,40,italian         ,          5 ,40
716,2819,36,44,20,italian         ,          1 ,48
749,2121,2,12,20,american        ,          5 ,48
14620,2900,4,36,20,american        ,          3 ,40
12117,505,6,7,15,greek           ,            ,35
26309,1435,16,16,25,italian         ,            ,119
18368,317,14,20,20,european        ,          5 ,30
9015,1538,5,69,10,american        ,          4 ,40
9759,1194,7,15,10,mexican         ,            ,63
2228,2004,12,23,10,turkish         ,          5 ,48
12624,1193,8,10,20,american        ,            ,40
16368,2496,2,14,25,pizza           ,          4 ,56
17231,1435,12,12,30,italian         ,            ,63
22993,1963,12,19,10,italian         ,          1 ,30
2360,1809,1,9,10,american        ,          4 ,80
1600,162,5,5,35,italian         ,            ,54
27985,508,25,28,25,italian         ,            ,40
14082,341,44,59,30,italian         ,            ,56
477,709,7,75,15,american        ,          4 ,40
25533,2730,23,44,15,italian         ,          5 ,30
10825,1053,3,49,20,italian         ,          4 ,48
9903,927,5,29,10,italian         ,          4 ,64
13992,391,20,27,30,turkish         ,            ,35
9460,833,2,68,15,american        ,          4 ,54
13397,1764,4,10,15,indian          ,            ,35
23516,1511,14,50,15,american        ,            ,63
20417,2943,1,4,40,italian         ,          4 ,54
27239,1523,8,14,20,indian          ,          4 ,48
260,904,6,26,10,italian         ,          5 ,40
26547,82,19,24,20,american        ,            ,56
27024,1164,6,9,10,turkish         ,          2 ,36
16011,563,50,52,25,italian         ,            ,48
6815,2801,46,47,40,indian          ,            ,45
21197,2828,32,32,30,italian         ,            ,78
18761,1385,1,4,10,indian          ,          4 ,42
12539,983,3,11,20,american        ,          4 ,30
13416,260,10,18,25,italian         ,          5 ,72
6699,493,8,8,30,indian          ,            ,40
19738,3014,1,13,10,american        ,          5 ,42
21746,893,7,25,20,turkish         ,          5 ,40
8363,736,32,56,20,vegetarian      ,          5 ,40
21125,2033,26,30,15,indian          ,            ,48
2765,2782,35,61,35,indian          ,          4 ,80
13250,1962,13,14,30,south indian    ,            ,48
3065,2996,14,15,35,indian          ,            ,108
28286,130,20,22,20,italian         ,            ,88
15774,390,14,19,20,italian         ,            ,40
11141,2185,12,32,10,italian         ,            ,90
22770,1920,6,13,15,italian         ,          3 ,54
6897,2801,16,16,40,indian          ,            ,96
28241,123,18,19,25,american        ,            ,42
8835,1880,6,12,20,italian         ,          5 ,81
2702,2203,2,34,15,american        ,          5 ,42
2586,1944,7,12,20,italian         ,          5 ,35
24811,277,17,19,30,indian          ,            ,54
1148,2235,18,26,30,indian          ,            ,63
347,1113,2,5,15,italian         ,          4 ,64
15726,1547,18,19,20,american        ,            ,45
12793,2926,22,22,10,italian         ,          5 ,48
5095,51,2,2,25,indian          ,            ,40
17396,1100,5,10,15,american        ,          5 ,40
19778,1065,4,34,15,american        ,          4 ,72
4094,1334,8,11,15,japanese        ,            ,36
11563,2609,13,50,20,pizza           ,          4 ,84
15149,837,1,11,15,american        ,          5 ,72
17190,802,24,38,20,american        ,            ,49
10793,1253,4,5,20,italian         ,          5 ,42
16695,1809,1,26,10,american        ,          4 ,49
11225,119,14,19,20,mexican         ,          4 ,56
21194,803,37,58,20,american        ,            ,30
15804,2080,22,24,20,american        ,            ,36
11267,2711,48,58,20,turkish         ,          1 ,45
26915,3011,41,41,25,indian          ,            ,108
1388,26,42,43,30,american        ,            ,48
22203,1134,1,15,10,american        ,          4 ,36
8171,1099,8,10,20,american        ,            ,56
19133,1917,24,31,15,italian         ,            ,49
18402,906,6,27,15,italian         ,            ,35
9892,1844,12,20,20,italian         ,          4 ,42
964,2779,4,58,10,turkish         ,          5 ,35
26785,2294,1,35,10,mexican         ,          4 ,40
2620,1932,1,22,15,mexican         ,          5 ,56
28069,2769,16,16,40,pizza           ,            ,30
25663,1397,1,7,10,american        ,          5 ,63
7781,1302,2,3,15,indian          ,          3 ,30
3790,2446,6,9,20,american        ,          4 ,72
20724,1023,14,30,35,italian         ,          3 ,54
1797,780,1,14,30,japanese        ,          4 ,35
18696,1075,88,89,20,italian         ,          5 ,60
20088,1020,3,19,10,thai            ,          5 ,54
4420,275,10,14,25,italian         ,          5 ,40
18115,2710,10,11,30,pizza           ,          3 ,48
18124,2566,7,43,15,italian         ,          3 ,63
8689,1328,46,50,25,mexican         ,            ,63
11551,2684,41,57,30,pizza           ,          3 ,54
17367,1369,1,4,15,japanese        ,          5 ,30
4690,2782,10,54,25,indian          ,          4 ,49
6363,111,4,28,10,american        ,            ,63
28033,2956,17,18,20,pizza           ,            ,98
2618,843,4,10,20,indian          ,          3 ,63
17553,2516,29,40,25,pizza           ,            ,150
17437,1637,12,15,20,italian         ,            ,30
10158,2176,20,28,25,indian          ,            ,81
11688,533,0,16,15,american        ,          4 ,42
16197,1782,13,29,25,japanese        ,          3 ,35
23372,2354,5,14,15,italian         ,            ,45
23786,2584,32,38,35,pizza           ,            ,48
2223,1357,4,26,10,american        ,          5 ,88
21578,540,35,46,30,turkish         ,            ,117
25950,1061,24,28,10,american        ,            ,35
2763,2808,36,79,30,pizza           ,          3 ,45
4872,2759,23,26,45,american        ,            ,40
10236,1632,33,62,20,indian          ,            ,45
2741,750,28,52,20,italian         ,          4 ,42
23921,327,23,30,25,american        ,            ,81
16740,1128,1,15,15,italian         ,          5 ,56
1347,2785,28,30,30,indian          ,            ,297
8006,2475,21,28,25,indian          ,            ,63
8020,1262,25,38,20,italian         ,          5 ,45
822,1008,1,45,15,american        ,          4 ,80
22689,2315,33,34,20,mexican         ,            ,49
8495,2205,12,17,25,indian          ,            ,36
11508,708,19,49,15,italian         ,          5 ,42
18816,1011,8,20,15,american        ,            ,45
2118,1858,3,11,15,japanese        ,          5 ,45
28471,2583,37,38,25,indian          ,            ,30
14354,79,1,5,15,italian         ,          4 ,45
18418,1722,3,10,20,italian         ,          5 ,54
12529,1340,58,61,20,american        ,          4 ,84
24857,472,33,53,20,italian         ,            ,36
3793,1870,2,30,20,american        ,          4 ,56
14029,914,25,38,10,american        ,            ,40
5054,2521,7,8,20,italian         ,            ,49
9545,512,2,11,15,american        ,          5 ,30
25576,735,16,55,15,indian          ,          5 ,35
15091,1891,10,10,20,indian          ,          5 ,56
23774,1469,11,29,15,indian          ,          4 ,30
4606,2840,35,40,40,pizza           ,            ,88
5465,1277,5,22,20,vietnamese      ,          5 ,45
20711,2742,1,6,10,italian         ,          4 ,49
8029,2715,17,18,20,pizza           ,            ,60
26096,278,17,28,30,italian         ,            ,30
20247,2620,15,24,25,italian         ,            ,42
2865,1711,0,20,15,american        ,          4 ,45
10018,2520,20,24,20,american        ,          5 ,56
26604,2616,12,18,35,italian         ,            ,30
16792,2564,2,24,10,turkish         ,          5 ,108
20650,1989,47,54,10,american        ,            ,45
11853,548,25,25,35,indian          ,            ,72
21143,407,14,18,40,italian         ,            ,36
14062,1218,46,48,25,american        ,            ,40
24906,202,58,62,20,indian          ,          3 ,54
10218,2203,4,64,15,american        ,          5 ,42
5506,839,2,11,15,japanese        ,          5 ,45
26103,2862,14,76,20,american        ,          4 ,48
20814,520,6,31,15,american        ,          5 ,40
2351,2724,12,13,20,american        ,            ,64
20343,777,2,11,15,american        ,          5 ,81
20159,2231,28,44,20,indian          ,            ,35
28303,661,19,30,25,indian          ,            ,35
28233,2741,4,4,30,indian          ,            ,36
28098,618,12,34,35,turkish         ,            ,56
25144,2223,1,50,15,american        ,          4 ,36
2843,1245,1,3,15,american        ,          5 ,54
19117,2516,17,20,30,pizza           ,            ,96
1119,2125,10,11,30,japanese        ,          5 ,35
2974,1030,10,19,10,indian          ,            ,72
1412,2565,46,47,35,italian         ,            ,64
8375,407,48,62,35,italian         ,            ,40
4337,978,2,5,15,italian         ,          4 ,48
22125,2502,3,7,25,pizza           ,          5 ,54
15913,2578,20,22,30,indian          ,          4 ,81
13917,2700,2,2,35,pizza           ,            ,35
9296,1718,7,28,15,italian         ,          5 ,40
7841,2901,20,26,15,indian          ,          5 ,63
27561,473,5,5,45,american        ,          5 ,56
2387,1397,1,26,10,american        ,          5 ,161
6893,2656,17,19,30,italian         ,            ,54
3309,692,16,47,30,indian          ,            ,30
7326,2710,57,58,30,pizza           ,          3 ,98
8378,2499,11,13,30,pizza           ,          5 ,42
3003,2856,22,22,45,american        ,            ,126
9135,1621,11,18,10,american        ,            ,42
13167,23,11,13,40,italian         ,            ,72
14509,1814,17,20,25,italian         ,          4 ,54
735,23,21,26,40,italian         ,            ,30
14605,970,8,55,10,japanese        ,          5 ,45
20484,952,3,19,10,italian         ,          4 ,30
145,1487,9,28,10,american        ,          4 ,30
7126,1193,27,29,15,american        ,            ,63
20090,2223,1,36,15,american        ,          4 ,35
21323,2314,22,25,30,indian          ,            ,42
9927,811,20,30,10,american        ,            ,30
22676,2200,44,44,20,italian         ,            ,54
2565,473,19,26,45,american        ,          5 ,42
3644,196,6,50,15,american        ,          5 ,45
24625,2520,8,9,20,american        ,          5 ,54
20062,906,8,33,10,italian         ,            ,56
19908,2483,20,23,30,indian          ,          5 ,48
13735,2931,69,70,30,indian          ,            ,30
26883,1014,0,9,20,american        ,          4 ,45
12426,839,3,29,10,japanese        ,          5 ,99
18229,933,4,7,10,italian         ,            ,36
2716,1443,26,85,15,thai            ,          5 ,45
15109,542,20,22,40,american        ,            ,108
13070,1473,4,32,15,american        ,          5 ,35
8868,1812,3,30,20,american        ,          4 ,36
5825,588,8,12,25,turkish         ,          4 ,108
18249,2223,3,46,20,american        ,          4 ,40
15686,125,37,41,30,indian          ,            ,35
11791,492,23,30,30,mexican         ,            ,126
10496,398,28,34,20,italian         ,            ,40
12463,2421,8,12,10,italian         ,          5 ,70
18307,1696,41,56,15,american        ,          4 ,30
7579,2332,14,23,15,mexican         ,            ,54
11213,103,14,23,30,american        ,          5 ,49
21477,1239,2,3,10,italian         ,          5 ,40
15988,2425,2,4,15,thai            ,            ,30
25597,1806,21,39,15,indian          ,          5 ,56
16338,1113,7,20,20,italian         ,          4 ,56
2230,1761,2,10,15,japanese        ,          5 ,144
18346,826,22,24,20,mexican         ,          5 ,70
14072,2567,33,40,45,italian         ,            ,36
20472,2076,1,31,15,american        ,          5 ,30
16112,2309,10,15,20,american        ,          5 ,40
24500,1642,32,49,20,italian         ,            ,35
14352,340,2,12,25,american        ,          5 ,35
16746,1094,11,22,20,american        ,          3 ,171
21515,2398,11,20,30,thai            ,          5 ,90
12363,2626,34,38,25,thai            ,            ,42
28194,1262,20,30,10,italian         ,          5 ,36
12573,680,15,46,35,indian          ,          3 ,48
24081,1144,6,39,15,japanese        ,          4 ,78
11039,1107,6,24,10,italian         ,          5 ,45
18973,82,9,12,20,american        ,            ,40
13746,1299,3,7,15,italian         ,            ,81
22451,1037,22,61,20,american        ,          3 ,36
1581,2367,3,3,20,american        ,            ,48
10326,1862,9,10,20,indian          ,            ,78
